judul,label
"ANALISIS DAN IMPLEMENTASI VIRTUAL LOCAL AREA NETWORK (VLAN) UNTUK
OPTIMALISASI KEAMANAN JARINGAN LOCAL AREA NETWORK",Jaringan
"ANALISIS QOS VLAN BERBASIS ALGORITMA DIJKSTRA PADA
ROUTING OPEN SHORTEST PATH FIRST (OSPF)",Jaringan
ANALISIS PENGGUNAAN MEMORY PADA PERANGKAT LUNAK WEB BROWSER MENGGUNAKAN CENTRAL TENDENCY DAN DISPERSION,Jaringan
"ANALISIS PENGGUNAAN MEMORI (MEMORY USAGE) PADA GAME
PRO EVOLUTION SOCCER 2013-2016",Jaringan
"ANALISIS DAN PENGUJIAN DI JARINGAN 3G DAN 4G
DALAM LAYANAN QUALITY OF SERVICES (QOS)",Jaringan
"ANALISIS QUALITY OF SERVICE JARINGAN WIRELESS LAN PADA
UNIVERSITAS PGRI YOGYAKARTA",Jaringan
PENGENDALIAN PRODUKSI COKELAT NDALEM DALAM MEMINIMASI BULLWHIP EFFECT (STUDI KASUS PADA CV. NDALEM MULYA MANDIRI),Jaringan
ANALISIS SISTEM PENERIMAAN MAHASISWA BARU ”COMPUTER BASED TEST” UIN SUNAN KALIJAGA YOGYAKARTA MENGGUNAKAN TEORI KUALITAS MC CALL,RPL
ANALISIS USER EXPERIENCE APLIKASI PRIVYID DENGAN PENDEKATAN ASPEK USABILITY,RPL
"ANALISIS USER EXPERIENCE APLIKASI GOJEK MENGGUNAKAN
TEORI JACOB NIELSEN",RPL
"ANALISIS PENGUJIAN FAKTOR FUNCTIONALITY, USABILITY DAN PORTABILITY SISTEM ASPIRASI UIN SUNAN KALIJAGA YOGYAKARTA BERDASARKAN ISO 9126",RPL
"ANALISIS USABILITY APLIKASI SISTEM PEMBONUSAN AGEN MULTILEVEL
MARKETING PT SURYA PRATAMA ALAM YOGYAKARTA DENGAN METODE
MCCALLS",RPL
"PENGUJIAN USABILITAS DENGAN METODE HEURISTIC
EVALUATION PADA SISTEM EVENT UNIVERSITAS ISLAM NEGERI
SUNAN KALIJAGA YOGYAKARTA",RPL
ANALISIS SISTEM INFORMASI ASET MUHAMMADIYAH BERDASARKAN MCCALL’S QUALITY FACTORS,RPL
"ANALISIS FUNCTIONALITY, EFFICIENCY, USABILITY, DAN PORTABILITY PADA GAME “CUBE 2 SAUERBRATEN” BERDASARKAN ISO 9126",RPL
PENGUJIAN KUALITAS APLIKASI AKUNTANSI BERBASIS WEB SMARTACCOUNTING.ME MENGGUNAKAN METODE MCCALL,RPL
ANALISIS USER EXPERIENCE TERHADAP PENGGUNAAN PENGAMAN DUA FAKTOR PADA PINTU ELEKTRIK,RPL
AUDIT MANAJEMEN JARINGAN WIFI UNIVERSITAS ISLAM NEGERI SUNAN KALIJAGA YOGYAKARTA MENGGUNAKAN STANDAR SNI-ISO 27001,RPL
PENGUKURAN KUALITAS WEBSITE UIN SUNAN KALIJAGA MENGGUNAKAN METODE WEBQUAL 4.0,RPL
PENGUJIAN KEAMANAN SISTEM INFORMASI AKADEMIK UNIVERSITAS ISLAM NEGERI SUNAN KALIJAGA YOGYAKARTA,RPL
PENERAPAN METODE AGILE DALAM PENGEMBANGAN SISTEM INFORMASI PERPUSTAKAAN SMA N 1 TEMON,RPL
ANALISIS AVAILABILITY SISTEM INFORMASI AKADEMIK UNIVERSITAS ISLAM NEGERI SUNAN KALIJAGA YOGYAKARTA MENGGUNAKAN METODE FAILOVER COMPUTER CLUSTER,RPL
ANALISIS QUALITY OF SERVICE JARINGAN WIRELESS SUKANET WIFI DI FAKULTAS SAINS DAN TEKNOLOGI UIN SUNAN KALIJAGA,RPL
"STRESS TEST SISTEM INFORMASI AKADEMIK
UNIVERSITAS ISLAM NEGERI SUNAN KALIJAGA",RPL
"PENGEMBANGAN SISTEM INFORMASI MANAJEMEN PENJUALAN
BUAH DI ANEKA BUAH CEMERLANG MENGGUNAKAN
METODE EXTREME PROGRAMMING",RPL
"IMPLEMENTASI BASIS DATA TERDISTRIBUSI DENGAN METODE
HETEROGENOUS DISTRIBUTED DATABASE SYSTEM
PADA SISTEM INFORMASI BARANG REDSHIT DISTRO",RPL
PENGUJIAN KUALITAS APLIKASI PENCARIAN TEMPAT BERBASIS WEB SEPETAK.COM BERDASARKAN TEORI MCCALL,RPL
"PENERAPAN METODE USER CENTERED DESIGN (UCD) PADA APLIKASI
KATALOG WISATA KULINER BERBASIS WEB
",RPL
PERANGKAT LUNAK PERMAINAN ULAR TANGGA MULTIPLAYER BERBASIS JARINGAN ,RPL
"PENGEMBANGAN APLIKASI E-CATALOG FASILITAS UMUM
DENGAN PENAMBAHAN WEBSITE USABILITY
EVALUATION TOOL
",RPL
"Implementasi Weighted Deviations Model
Untuk Mengembangkan Sistem Ujian Terkomputerisasi Yang Adaptif

(
Computerized Adaptive Testing
)",RPL
"RANCANG BANGUN SISTEM MONITORING AUDIO STREAMING 
PADA JARINGAN MULTI RADIO 
",RPL
"ANALISIS DAN PERANCANGAN SISTEM INFORMASI
REKAM MEDIS DI PUSKESMAS GONDOKUSUMAN I 
YOGYAKARTA
",RPL
"OPTIMASI TEKNIK DAN PERANCANGAN
SOFTWARE ASISTEN FOTOGRAFI
DENGAN METODE EXIF ANALISIS",RPL
"PENERAPAN AUGMENTED REALITY 
UNTUK KATALOG BAJU DISTRO COUPLE COUPLE",RPL
"AUDIT PENGELOLAAN TEKNOLOGI INFORMASI MENGGUNAKAN
FRAMEWORK COBIT PADA DOMAIN ACQUIRE & IMPLEMENT
(STUDI KASUS: PKSI UIN SUNAN KALIJAGA YOGYAKARTA)",RPL
"IMPLEMENTASI HETEROGENOUS DISTRIBUTED DATABASE
SYSTEM UNTUK MENINGKATKAN KAPASITAS
ORACLE XE 10G ( EXPRESS EDITION ) STUDI KASUS
SISTEM INFORMASI AKADEMIK
",RPL
"PERANCANGAN BLUE PRINT PENGEMBANGAN SISTEM INFORMASI
PESANTREN MENGGUNAKAN ZACHMAN FRAMEWORK
(STUDI KASUS PONDOK PESANTREN WAHID HASYIM YOGYAKARTA)
",RPL
PENGEMBANGAN APLIKASI VOIP MENGGUNAKAN REAL-TIME TRANSPORT PROTOCOL,RPL
PERANCANGAN DAN IMPLEMENTASI MONITORING JARINGAN LOKAL MENGGUNAKAN SISTEM KERJA BACKDOOR,RPL
PERANCANGAN DAN IMPLEMENTASI SISTEM INFORMASI ADMINISTRASI KEUANGAN BERBASIS WEB MENGGUNAKAN UML (UNIFIED MODELLING LANGUAGE),RPL
PERANCANGAN E-VOTING BERBASIS WEB (STUDI KASUS PEMILIHAN KEPALA DAERAH SUKOHARJO),RPL
"PERANCANGAN DAN IMPLEMENTASI 
APLIKASI LEND A BOOK MENGGUNAKAN FRAMEWORK CAKEPHP ",RPL
"RANCANG BANGUN SISTEM INFORMASI APOTEK
TERINTEGRASI MENGGUNAKAN 
SERVICE ORIENTED ARCHITECTURE

",RPL
"RANCANG BANGUN SISTEM PENCARIAN HANDPHONE 
MENGGUNAKAN TEKNOLOGI WEB SERVICE 
DENGAN LIBRARY NUSOAP ",RPL
"APLIKASI MULTIMEDIA XML DATABASE 
SEBAGAI MEDIA INFORMASI 
LABORATORIUM KIMIA FST UIN SUNAN KALIJAGA",RPL
"RANCANG BANGUN APLIKASI RESEP MASAKAN BERBASIS MOBILE
WEB DENGAN METODE CASE-BASED REASONING 
",RPL
"PENGEMBANGAN SISTEM INFORMASI KEARSIPAN
TATA USAHAMENGGUNAKAN METODE AGILE
DI MTS ARROSYIDIN SECANG MAGELANG
",RPL
 AUDIT KEAMANAN SISTEM INFORMASI BERDASARKAN STANDAR SNI-ISO 27001 PADA SISTEM INFORMASI AKADEMIK UNIVERSITAS ISLAM NEGERI SUNAN KALIJAGA YOGYAKARTA ,RPL
"ANALISIS RETURN DAN RISIKO SAHAM SYARIAH 
BERBASIS WEB 
",RPL
"RANCANG BANGUN APLIKASI AUTO PAUSE MEDIA PLAYER
BERDASARKAN PANDANGAN MATA USER DI LAPTOP DENGAN
METODE MEANS OF GRADIENT
",RPL
"ANALISIS KINERJA SERVER FARM UNTUK MENYELESAIKAN
PROSES RENDERING VIDEO",RPL
"ANALISIS DAN PERANCANGAN SISTEM PENJUALAN ONLINE
MULTISELLER BAJU BATIK DI KAWASAN MALIOBORO",RPL
"PERANCANGAN DAN IMPLEMENTASI TOKO
ONLINE PERLENGKAPAN BAYI DAN ANAK
BERBASIS WEB DAN MOBILE
(STUDI KASUS : TOKO KIDS CORNER YOGYAKARTA)

",RPL
"RECOMMENDER SYSTEM FOR HOTEL SELECTION AT
YOGYAKARTA USING TOPSIS METHOD FOR
ANDROID SMARTPHONE

",RPL
" MOBILE WEB APPLICATION UNTUK KATALOG BUKU PADA TOKO BUKU 
",RPL
"IMPLEMENTASI SOFTWARE CENTER MENGGUNAKAN METODE
EVOLUTIONARY PROTOTYPING BERBASIS HTML5

",RPL
"ANALISIS PENGUJIAN FAKTOR RELIABILITY SISTEM INFORMASI
AKADEMIK UIN SUNAN KALIJAGA MENGGUNAKAN METODE
MCCALL

",RPL
"ANALISIS KOMPARATIF FAKTOR EFISIENSI
PADA APLIKASI BLACKBERRY MESSENGER BERBASIS ANDROID
DENGAN WHATSAPP MESSENGER BERBASIS ANDROID
BERDASARKAN TEORI MCCALL’S QUALITY FACTORS

",RPL
"ANALISIS PERANGKAT LUNAK OPENGOV PAPERLESS
GOVERNMENT COLLABORATION SUITE PADA PEMERINTAHAN
DAERAH PURBALINGGA
BERDASARKAN TEORI KUALITAS MCCALL’S

",RPL
"AUDIT PENGAWASAN DAN PENGELOLAAN
TEKNOLOGI INFORMASI DENGAN FRAMEWORK COBIT
DI PTIPD UIN SUNAN KALIJAGA YOGYAKARTA
",RPL
IMPLEMENTASI SERVICE ORIENTED ARCHITECTURE MENGGUNAKAN WEB SERVICE PADA APLIKASI E-TOURISM,RPL
SIMULASI GERAK LURUS BERUBAH BERATURAN UNTUK PEMBELAJARAN BERBASIS ANDROID,RPL
"PENYUSUNAN KERANGKA UJI USABILITAS BERBASIS HEURISTIC
METHOD UNTUK PERANGKAT LUNAK JENIS PERMAINAN",RPL
PEMANFAATAN QR CODE SCANNER UNTUK APLIKASI PENAMPIL DATA KOLEKSI PAMER DI MUSEUM NEGERI SONOBUDOYO BERBASIS ANDROID,RPL
RANCANG BANGUN E-MARKETPLACE PEMINJAMAN DAN PENYEWAAN BARANG MENGGUNAKAN MODEL PENGEMBANGAN EXTREME PROGRAMMING,RPL
"PENGEMBANGAN SISTEM MENGGUNAKAN METODE PROTOTYPE PADA SISTEM KEUANGAN 
AZZAHRA SALON DAN SPA MUSLIMAH",RPL
"AUDIT SISTEM INFORMASI RUMAH SAKIT
MENGGUNAKAN STANDAR ISO 27001
(STUDI KASUS DI RSU PKU MUHAMMADIYAH BANTUL)",RPL
"ANALISIS PENGUJIAN FAKTOR RELIABILITY
SISTEM INFORMASI AKADEMIK
STMIK EL RAHMA YOGYAKARTA MENGGUNAKAN
METODE MCCALL",RPL
"PENGUJIAN FAKTOR CORRECTNESS DAN USABILITY SISTEM INFORMASI
ALUMNI UIN SUNAN KALIJAGA YOGYAKARTA MENGGUNAKAN
METODE MCCALL",RPL
"PENGUJIAN FAKTOR CORRECTNESS DAN USABILITY
SISTEM E-LEARNING UIN SUNAN KALIJAGA
YOGYAKARTA BERDASARKAN METODE MCCALL",RPL
"ANALISIS USABLITY SISTEM PERPUSTAKAAN KOTA YOGYAKARTA
MENGGUNAKAN METODE MCCALL",RPL
ANALISIS FAKTOR USABILITAS PADA SISTEM INFORMASI PORTAL WEB PONDOK PESANTREN IBNUL QOYYIM YOGYAKARTABERDASARKAN MC CALL’S QUALITY FACTORS,RPL
ANALISIS FAKTOR EFISIENSI DAN USABILITAS PADA SISTEM ADMISI UIN SUNAN KALIJAGA YOGYAKARTA BERDASARKAN TEORI KUALITAS MCCALL,RPL
"PENGUJIAN FAKTOR CORRECTNESS DAN USABILITY 
SISTEM INFORMASI KEPEGAWAIAN UIN SUNAN KALIJAGA YOGYAKARTA MENGGUNAKAN METODE MCCALL",RPL
"AUDIT SISTEM MANAJEMEN KEAMANAN INFORMASI
MENGGUNAKAN ISO/SNI 27001 PADA SISTEM INFORMASI
APOTEK SANATA DHARMA",RPL
"PENGEMBANGAN SISTEM THEME PROVIDER UNTUK
E-COMMERCE BERBASIS WORDPRESS MENGGUNAKAN
METODE AGILE",RPL
"KOMPARASI METODE PENJADWALAN LEAST CONNECTIONS
DAN ROUND ROBIN DALAM WEB SERVER CLUSTERING DENGAN
SKEMA LOAD BALANCING",RPL
"PENGUJIAN FAKTOR RELIABILITY SISTEM INFORMASI SURAT UIN
SUNAN KALIJAGA DENGAN MENGGUNAKAN TEORI MCCALL",RPL
"PENGEMBANGAN SISTEM INFORMASI MANAJEMEN ORDER
SATOEDJARI MERCH MENGGUNAKAN MODEL
EXTREME PROGRAMMING",RPL
"RANCANG BANGUN DAN IMPLEMENTASI APLIKASI
BUILD WEB ONLINE DENGAN PENDEKATAN
METODE EXTREME PROGRAMMING",RPL
PENGEMBANGAN SISTEM MENGGUNAKAN MODEL PROTOTYPE PADA SISTEM INFORMASI PEMETAAN POTENSI PERTANIAN BERBASIS WEB,RPL
"AUDIT SISTEM E-LEARNING FAKULTAS SAINS DAN TEKNOLOGI
UIN SUNAN KALIJAGA YOGYAKARTA
MENGGUNAKAN FRAMEWORK COBIT 4.1",RPL
"ANALISIS FAKTOR - FAKTOR NON TEKNIS INTERNAL YANG
MEMPENGARUHI KINERJA PROGRAMMER DALAM PROSES
PENGEMBANGAN PERANGKAT LUNAK DI
PUSAT TEKNOLOGI INFORMASI DAN PANGKALAN DATA (PTIPD)
UIN SUNAN KALIJAGA",RPL
"PERANCANGAN SISTEM ANTRIAN
PELANGGAN PERBANKAN BERBASIS MOBILE",RPL
"ANALISIS FAKTOR USABILITAS PADA SISTEM INFORMASI KONSULTASI BELAJAR SISWA PEMERINTAHAN
KOTA YOGYAKARTA
BERDASARKAN MCCALL'S QUALITY FACTOR",RPL
"ANALISIS USABILITAS PADA GAME FIFA 15 DAN PRO EVOLUTION
SOCCER 15 BERDASARKAN MC CALL’S QUALITY FACTOR",RPL
PENGUJIAN PERANGKAT LUNAK SENAYAN LIBRARY MANAGEMENT SYSTEM MENGGUNAKAN METODE MCCALL,RPL
"PENGUJIAN PERANGKAT LUNAK MENGGUNAKAN METODE MCCALL
PADA SISTEM PENERIMAAN MAHASISWA BARU (AGEN PMB)
INSTITUT PERTANIAN STIPER YOGYAKARTA",RPL
"PENGUJIAN PERANGKAT LUNAK MENGGUNAKAN METODE
MCCALL PADA SISTEM INFORMASI AKADEMIK
SEKOLAH TINGGI TEKNOLOGI ADISUTJIPTO YOGYAKARTA",RPL
PENGUJIAN KUALITAS SISTEM INFORMASI MANAJEMEN ORDER SATOEDJARI MERCH BERDASARKAN TEORI MCCALL’S QUALITY FACTORS,RPL
"PENGUJIAN PERANGKAT LUNAK SISTEM INFORMASI AKADEMIK
INSTITUT PERTANIAN STIPER YOGYAKARTA BERDASARKAN
TEORI KUALITAS MCCALL",RPL
ANALISIS SISTEM RESERVATION UIN SUNAN KALIJAGA YOGYAKARTA BERDASARKAN TEORI KUALITAS MC CALL,RPL
"AUDIT SISTEM INFORMASI PADA
SISTEM ADMISI UIN SUNAN KALIJAGA YOGYAKARTA
MENGGUNAKAN FRAMEWORK COBIT 4.1",RPL
"AUDIT KEAMANAN SISTEM INFORMASI DIGITAL LIBRARY
UNIVERSITAS ISLAM NEGERI SUNAN KALIJAGA MENGGUNAKAN
STANDAR SNI-ISO 27001",RPL
PENGEMBANGAN SISTEM EVALUASI PELAKSANAAN TUGAS WALI KELAS ONLINE DENGAN METODE EXTREME PROGRAMMING PADA KONSORSIUM YAYASAN MULIA,RPL
"PENGUJIAN SISTEM PUSTAKA UIN SUNAN KALIJAGA
BERDASARKAN ATRIBUT KUALITAS MCCALL",RPL
"AUDIT DIGITAL LIBRARY UIN SUNAN KALIJAGA YOGYAKARTA
MENGGUNAKAN FRAMEWORK COBIT 5",RPL
ANALISIS RELIABILITAS KINERJA JARINGAN WIRELESS LAN MENGGUNAKAN QOS PADA PERPUSTAKAAN GRHATAMA PUSTAKA YOGYAKARTA,RPL
AUDIT KEAMANAN INFORMASI BERDASARKAN STANDAR SNI-ISO 27001 PADA SISTEM ADMISI UNIVERSITAS ISLAM NEGERI SUNAN KALIJAGA YOGYAKARTA,RPL
"AUDIT SISTEM INFORMASI BARANG SITAAN DI RUMAH
PENYIMPANAN BENDA SITAAN MILIK NEGARA (RUPBASAN) BANTUL
MENGGUNAKAN STANDAR SNI-ISO 27001",RPL
"ANALISIS PERBANDINGAN PERFORMA PERANGKAT LUNAK
ANTIVIRUS FREEWARE",RPL
"PENGUJIAN PERANGKAT LUNAK CONTENT MANAGEMENT SYSTEM
SEKOLAH FORMULASI SMK NEGERI 1 PANDAK
BERDASARKAN METODE MCCALL",RPL
ANALISIS PENGUKURAN KUALITAS SISTEM E-KINERJA DI KANTOR REGIONAL I BADAN KEPEGAWAIAN NEGARA YOGYAKARTA BERDASARKAN ISO 9126,RPL
"AUDIT KEAMANAN SISTEM INFORMASI
PERPUSTAKAAN KOTA YOGYAKARTA BERDASARKAN
STANDAR ISO 27001",RPL
"PERANCANGAN SIMULASI GAME BISNIS BERBASIS 
REAL TIME STRATEGY DENGAN MENGGUNAKAN 
SPRINGRTS ENGINE 
",SI
RANCANG BANGUN APLIKASI PERSEWAAN BUKU BERBASIS WEB MENGGUNAKAN METODE EXTREME PROGRAMMING,SI
IMPLEMENTASI METODE TOPSIS (TECHNIQUE FOR ORDER PREFERENCE BY SIMILARITY TO IDEAL SOLUTION) BERBASIS WEB PADA SISTEM PENCARIAN DAN REKOMENDASI PEMILIHAN HOTEL DI YOGYAKARTA,SI
PENGEMBANGAN APLIKASI KARTU MENUJU SEHAT BERBASIS ANDROID MENGGUNAKAN METODE EXTREME PROGRAMMING,SI
RANCANG BANGUN APLIKASI KALKULATOR IP SUBNET UNTUK PEMBAGIAN HOST PADA JARINGAN MENGGUNAKAN METODE PENGEMBANGAN WATERFALL,SI
RANCANG BANGUN GAME VISUAL NOVEL INFORMASI PENERIMAAN MAHASISWA BARU UIN SUNAN KALIJAGA YOGYAKARTA DENGAN METODE FINITE STATE MACHINE,SI
PENGEMBANGAN SISTEM INFORMASI GEOGRAFIS SEKOLAH INKLUSI DI KOTA YOGYAKARTA DENGAN METODE PROTOTYPING,SI
SISTEM PENDUKUNG KEPUTUSAN PEMILIHAN USTAZ DENGAN MENGGUNAKAN METODE SIMPLE ADDITIVE WEIGHTING (SAW),SI
"IMPLEMENTASI WEB SERVICE
PADA RANCANG BANGUN SISTEM INFORMASI CALENDAR DENGAN
PENDEKATN RAPID APPLICTION DEVELOPMENT (RAD) DI UNIVERSITAS
ISLAM NEGERI SUNAN KALIJAGA YOGYAKARTA",SI
"Sistem Pendukung Keputusan
Pemilihan Lokasi Wisata Daerah Istimewa Yogyakarta dengan
Metode Analytical Hierarchy Proccess (AHP) dan Weighted Product (WP)",SI
RANCANG BANGUN SISTEM PENDUKUNG KEPUTUSAN PEMILIHAN KAMERA DIGITAL DENGAN MENGGUNAKAN FUZZY AHP,SI
RANCANG BANGUN SISTEM INFORMASI MANAJEMEN KEDAI DIGITAL 3 BACIRO MENGGUNAKAN METODE EXTREME PROGRAMMING,SI
RANCANG BANGUN SISTEM INFORMASI MANAJEMEN KEDAI DIGITAL 3 BACIRO MENGGUNAKAN METODE EXTREME PROGRAMMING,SI
ANALISIS PENGGUNAAN TEKNOLOGI INFORMASI DAN PENGARUHNYA TERHADAP SEMANGAT KERJA PEGAWAI KANTOR DINAS PENDIDIKAN DI WILAYAH YOGYAKARTA,SI
RANCANG BANGUN SISTEM INFORMASI ASET MUHAMMADIYAH DAERAH ISTIMEWA YOGYAKARTA MENGGUNAKAN METODE SCRUM,SI
PENERAPAN SISTEM PENDUKUNG KEPUTUSAN MENGGUNAKAN SIMPLE MULTY ATTRIBUTE RATING TECHNIQUE METHOD (SMART METHOD) UNTUK PENGADAAN BUKU BARU DI SD N 1 CEPOKOJAJAR BERBASIS WEB,SI
RANCANG BANGUN APLIKASI ANTREAN LAYANAN ADMINISTRASI MENGGUNAKAN METODE EXTREME PROGRAMMING,SI
SISTEM PENDUKUNG KEPUTUSAN PEMILIHAN KARYAWAN TERBAIK CV. ADIPURA DISTRIBUTOR BUKU DENGAN METODE SIMPLE ADDITIVE WEIGHTING (SAW),SI
SISTEM EVALUASI KESESUAIAN LAHAN TANAMAN KAKAO BERDASARKAN PERSYARATAN TUMBUH TANAMAN MENGGUNAKAN FUZZY INFERENCE SYSTEM METODE TSUKAMOTO,SI
RANCANG BANGUN SISTEM ASPIRASI DENGAN MODEL EXTREME PROGRAMMING,SI
RANCANG BANGUN SISTEM PENYIRAMAN OTOMATIS BERBASIS BASH SHELL DENGAN PLATFORM OPENWRT PADA TANAMAN CABAI,SI
RANCANG BANGUN APLIKASI LOCATION BASED SERVICE WISATA POPULER DI JAWA TIMUR BERBASIS ANDROID DENGAN METODE EXTREME PROGRAMMING,SI
RANCANG BANGUN SISTEM INFORMASI MANAJEMEN TURNAMEN FUTSAL MENGGUNAKAN METODE PROTOTYPING,SI
RANCANG BANGUN SISTEM INFORMASI PENGGAJIAN KARYAWAN DI CV. SOGAN JAYA ABADI DENGAN METODE PROTOTYPING,SI
RANCANG BANGUN APLIKASI PENGUKURAN KINERJA PEGAWAI BERBASIS WEB MENGGUNAKAN METODE EXTREME PROGRAMMING,SI
ANALISIS USER EXPERIENCE SISTEM E-LEARNING UIN SUNAN KALIJAGA YOGYAKARTA,SI
PENGEMBANGAN APLIKASI NAVIGASI BUKU MENGGUNAKAN INDOOR POSITIONING SYSTEM DENGAN IBEACON DI PERPUSTAKAAN TERPADU UIN SUNAN KALIJAGA YOGYAKARTA,SI
SISTEM PENGELOLAAN KEUANGAN DESA DI PEMERINTAHAN DAERAH KLATEN DENGAN SCRUM METHODOLOGY,SI
RANCANG BANGUN SISTEM INFORMASI MANAJEMEN KEARSIPAN PEMERINTAH DAERAH ISTIMEWA YOGYAKARTA BERBASIS WEB DENGAN METODE SCRUM,SI
SISTEM INFORMASI MANAJEMEN SURAT MENGGUNAKAN METODE EXTREME PROGRAMMING DI SEKRETARIAT PMII CABANG DAERAH ISTIMEWA YOGYAKARTA,SI
"PENGEMBANGAN SISTEM INFORMASI PERPUSTAKAAN
SMP N 4 PATUK DENGAN METODE EXTREME PROGRAMMING",SI
"RANCANG BANGUN SISTEM INFORMASI AKADEMIK
SD NEGERI II MANANGGA TASIKMALAYA MENGGUNAKAN
METODE RAPID APPLICATION DEVELOPMENT",SI
SARANA INFORMASI BERBASIS ONLINE MENGGUNAKAN PHP DAN MYSQL (PERANCANGAN WEBSITE MAPALASKA UIN SUNAN KALIJAGA),SI
APLIKASI WIRELESS APPLICATION PROTOCOL UNTUK PORTAL MOBILE DAKWAH,SI
APLIKASI SISTEM INFORMASI GEOGRAFIS UNTUK PENANGANAN PENYEBARAN PENYAKIT DEMAM BERDARAH (STUDI KASUS DI PUSKESMAS TEGALREJO YOGYAKARTA),SI
"SISTEM PENGARSIPAN BERKAS SUMBER DAYA MANUSIA UNTUK
KEPENTINGAN KENAIKAN GOLONGAN DI PT. X
",SI
"PERANCANGAN MODEL RUJUKAN PENJAMINAN MUTU PADA
ORGANISASI PENGEMBANGAN PERANGKAT LUNAK SKALA KECIL
",SI
"SISTEM INFORMASI PENGGAJIAN DAN PENGUPAHAN KARYAWAN
MENGGUNAKAN ARSITEKTUR HIERARCHICAL- MODEL-VIEW-CONTROL
FRAMEWORK PHP CODEIGNITER
( STUDI KASUS DI P.T. KRAKATAU WAJATAMA CILEGON, BANTEN )
",SI
"SISTEM PENDUKUNG KEPUTUSAN
PENILAIAN KINERJA STAF PENGAJAR PELATIHAN ICT
DENGAN METODE ANALYTIC HIERARCHY PROCESS
STUDI KASUS : PUSAT KOMPUTER DAN SISTEM INFORMASI
UIN SUNAN KALIJAGA YOGYAKARTA
",SI
"RANCANG BANGUN SISTEM MONITORING RUANGAN
MENGGUNAKAN WEBCAM BERBASIS OPENWRT
",SI
"SISTEM INFORMASI MANAJEMEN KLINIK GIGI
(Studi Kasus : Klinik Gigi White Dental Madiun)
",SI
"PERANCANGAN DAN IMPLEMENTASI
SISTEM INFORMASI KOPERASI MULTIGUNA
BERBASIS WEB
(STUDI KASUS KOPERASI MULTIGUNA KECAMATAN PANEKAN)
",SI
"SISTEM INFORMASI REKAM MEDIS
DI PUSKESMAS NANGGULAN
KABUPATEN KULON PROGO
",SI
"APLIKASI TASBIH DIGITAL PADA TELEPON GENGGAM
BERBASIS ANDROID
",SI
"PENGEMBANGAN 
SISTEM PENDUKUNG KEPUTUSAN 
PEMILIHAN GURU BERPRESTASI 
",SI
"SISTEM PENDUKUNG KEPUTUSAN
PEMBELIAN MOBIL UNTUK PERSEWAAN MOBIL
DENGAN METODE AHP (Analytic Hierarchy Process)",SI
"SISTEM REKOMENDASI PEKERJAAN 
BERDASARKAN TEORI BIG FIVE PERSONALITY 
",SI
"SISTEM INFORMASI GEOGRAFIS
LOKASI KORBAN BENCANA BERBASIS WEB
DAN APLIKASI MOBILE
",SI
"Sistem Rekomendasi Pencarian Buku
dengan Metode User-Based Collaborative Filtering
Berbasis Web dan J2ME
",SI
"SISTEM PENDUKUNG KEPUTUSAN
MENGGUNAKAN METODE AHP DAN TOPSIS
(Studi kasus : Pemilihan Handphone)
",SI
"APLIKASI MONITORING KAMERA (WEBCAM)
UNTUK MOBILE DEVICE BERBASIS ANDROID
",SI
"SISTEM PENDUKUNG KEPUTUSAN 
UNTUK PENILAIAN KINERJA DOSEN MENGGUNAKAN 
METODE ANALYTICAL HIERARCHY PROCESS (AHP) BERBASIS WEB 
(STUDI KASUS DI PUSAT PENJAMINAN MUTU SEKOLAH TINGGI TEKNOLOGI ADISUTJIPTO YOGYAKARTA) 
",SI
RANCANG BANGUN EMERGENCY SECURITY CALLER BERBASIS ANDROID UNTUK SITUASI PERAMPOKAN Skripsi,SI
"PERAMALAN (FORECASTING) POTENSI PENDAPATAN ASLI DAERAH SEBAGAI SUMBER PENDAPATAN DAERAH KOTA YOGYAKARTA BERBASIS ANDROID 
(Studi kasus di Dinas Pajak Daerah dan Pengelolaan Keuangan Kota Yogyakarta) 
",SI
"SISTEM PENGATUR KEAMANAN MIKROTIK DENGAN SSH 
BERBASIS WEBSITE 
",SI
"SISTEM PENDUKUNG KEPUTUSAN PEMILIHAN KARYAWAN TERBAIK DENGAN METODE SAW (SIMPLE ADDITIVE WEIGHTING) 
(Studi Kasus di Pamella Swalayan) 
",SI
"RANCANG BANGUN SISTEM INFORMASI
KONSINYASI BARANG
(Studi Kasus di UD. BTECH Indonesia)",SI
"SISTEM INFORMASI AKADEMIK UNIVERSITAS ISLAM NEGERI
(UIN) SUNAN KALIJAGA YOGYAKARTA BERBASIS ANDROID",SI
IMPLEMENTASI ARSITEKTUR REPRESENTATIONAL STATE TRANSFER (REST) PADA SISTEM INFORMASI AKADEMIK TERINTEGRASI DI MADRASAH ALIYAH SUNAN PANDANARAN,SI
"PENGEMBANGAN PERANGKAT LUNAK UNTUK SIMULASI SCHNORR 
AUTHENTICATION DAN DIGITAL SIGNATURE SCHEME",SI
"SISTEM PENDUKUNG KEPUTUSAN 
UNTUK MENENTUKAN MENU MAKANAN SEHAT 
DENGAN METODE ELIMINATION ET CHOIX TRADUISANT LA
REALITÉ (ELECTRE) 
",SI
"SISTEM PEMANDU PENCARIAN MASJID TERDEKAT 
BERBASIS LOKASI DI ATAS PLATFORM ANDROID 
",SI
